Format: Days, Expected Price, Expected Return, Probability of Breakeven
IRIX: 90, 5.92, -1.7, 0.402
FFHL: 90, 8.28, 4.55, 0.4018
DGHI: 90, 6.07, 24.38, 0.4017
RVMD: 90, 25.33, -1.52, 0.4014
OESX: 90, 3.43, -1.82, 0.4013
ENOB: 90, 7.35, 2.09, 0.4012
WKHS: 90, 4.62, 4.73, 0.4011
LBTYA: 90, 27.39, -3.18, 0.4008
SGRP: 90, 1.17, -0.28, 0.4007
HCAR: 90, 9.65, -0.91, 0.4007
LFVN: 90, 6.14, -2.7, 0.4007
AMCX: 90, 33.38, -3.2, 0.4006
LBTYB: 90, 27.24, -3.39, 0.4006
MPAA: 90, 16.45, -3.69, 0.4006
NKLA: 90, 9.92, 0.44, 0.4005
TTSH: 90, 6.98, -0.58, 0.4005
OSS: 90, 4.77, -0.67, 0.4002
DISCB: 90, 29.19, -1.07, 0.4001
VRAY: 90, 5.25, -0.74, 0.3998
MNOV: 90, 2.61, -0.91, 0.3997
SBLK: 90, 21.06, -1.95, 0.3997
ARLP: 90, 11.77, -3.13, 0.3995
DMTK: 90, 15.55, -1.54, 0.3992
CELC: 90, 12.8, -1.23, 0.3991
GGAL: 90, 9.62, -2.35, 0.3991
STOK: 90, 22.36, -1.41, 0.3989
TWIN: 90, 10.9, -2.75, 0.3987
SNT: 90, 2.75, -3.49, 0.3984
ATCX: 90, 8.14, -1.72, 0.3983
LOOP: 90, 11.98, -1.96, 0.3983
GBT: 90, 29.74, -1.71, 0.3982
IIIIU: 90, 9.76, -1.67, 0.3981
DAKT: 90, 4.85, -3.59, 0.3981
VEON: 90, 1.63, -3.73, 0.3981
ATVCU: 90, 9.81, -1.2, 0.398
GRIN: 90, 18.03, 0.91, 0.3977
SIEB: 90, 2.07, 0.28, 0.3975
URGN: 90, 9.25, -3.05, 0.3975
FATBB: 90, 18.54, 27.06, 0.3974
ITQ: 90, 9.66, -0.79, 0.3971
FGF: 90, 3.75, -4.0, 0.3971
SCOB: 90, 9.62, -0.97, 0.397
GOVX: 90, 4.04, 7.63, 0.3969
SRSA: 90, 9.59, -2.83, 0.3967
ATRA: 90, 16.67, -2.19, 0.3966
BELFB: 90, 12.15, -3.23, 0.3966
HYAC: 90, 9.75, -1.02, 0.3962
TSAT: 90, 28.53, -3.57, 0.3962
SCKT: 90, 4.23, 2.24, 0.3961
HUT: 90, 8.25, 7.24, 0.3959
APLT: 90, 9.29, 0.08, 0.3959
MLCO: 90, 9.51, -3.73, 0.3958
DRTT: 90, 1.66, -3.01, 0.3957
ARCT: 90, 39.61, 1.99, 0.3956
BCRX: 90, 13.78, 0.55, 0.3956
DXLG: 90, 5.52, -0.89, 0.3954
CLMT: 90, 12.34, -2.74, 0.3954
STRT: 90, 34.97, -3.51, 0.3954
VLATU: 90, 9.86, -0.62, 0.3953
GOGL: 90, 8.7, -3.33, 0.3952
AAME: 90, 2.82, -2.31, 0.395
REVHU: 90, 9.69, -1.25, 0.3947
CRESY: 90, 4.44, -3.53, 0.3944
GTYH: 90, 6.38, -3.51, 0.3943
BTWN: 90, 9.45, -3.71, 0.3943
ISIG: 90, 23.36, 1.38, 0.3942
WW: 90, 14.72, -2.21, 0.3941
DXPE: 90, 24.63, -3.12, 0.3939
APA: 90, 27.04, -3.2, 0.3939
ODP: 90, 38.36, -3.2, 0.3938
MDGL: 90, 82.49, 0.04, 0.3935
HFFG: 90, 7.97, -1.76, 0.3935
FCRD: 90, 4.4, -3.97, 0.3935
EPHY: 90, 9.64, -1.13, 0.3934
KZIA: 90, 7.97, -0.43, 0.3932
ASTS: 90, 7.54, -3.09, 0.3932
SOHOO: 90, 16.2, -0.97, 0.3931
FTVI: 90, 9.61, -1.77, 0.3931
FLMN: 90, 4.7, -3.46, 0.3929
JSPR: 90, 8.53, -2.66, 0.3927
STKL: 90, 6.39, -3.21, 0.3927
RAND: 90, 16.39, -3.7, 0.3927
SCAQU: 90, 9.77, -0.74, 0.3926
PACXU: 90, 9.99, -1.52, 0.3925
ATHX: 90, 0.83, -3.02, 0.3924
FTCV: 90, 9.54, -3.24, 0.3924
HCCC: 90, 9.77, -1.01, 0.3923
FRW: 90, 9.57, -1.6, 0.3922
ATEC: 90, 11.77, -1.66, 0.392
GIII: 90, 26.72, -3.42, 0.3919
RXRA: 90, 9.58, -1.4, 0.3918
GOEV: 90, 7.43, -3.12, 0.3917
WHLRP: 90, 6.49, -3.37, 0.3916
LX: 90, 3.81, 11.23, 0.3913
NBST: 90, 9.6, -1.07, 0.3913
MNTX: 90, 5.66, -3.83, 0.3912
PBFS: 90, 10.97, -3.85, 0.3912
UEPS: 90, 5.18, -3.93, 0.3909
LTRY: 90, 6.17, -4.09, 0.3909
EVER: 90, 14.52, -1.94, 0.3908
BTRS: 90, 7.23, -3.71, 0.3908
SABR: 90, 8.23, -3.74, 0.3908
GSAQU: 90, 9.91, -1.07, 0.3907
QRHC: 90, 6.8, -2.28, 0.3902
KIRK: 90, 14.85, -2.26, 0.39
SVC: 90, 8.53, -4.12, 0.39
FGEN: 90, 13.84, -3.48, 0.3898
RGC: 90, 80.7, 59.27, 0.3897
MARPS: 90, 4.33, -0.92, 0.3897
ARQT: 90, 20.28, -1.04, 0.3896
PTEN: 90, 8.26, -3.25, 0.3896
SEVN: 90, 9.93, -3.73, 0.3896
GECC: 90, 2.97, -4.28, 0.3896
PAQCU: 90, 9.71, -2.61, 0.3893
RLAY: 90, 29.22, -3.31, 0.3893
BBGI: 90, 1.85, -3.35, 0.3893
IONS: 90, 29.52, -3.77, 0.3893
CECE: 90, 5.96, -3.81, 0.3893
PRVB: 90, 5.68, 1.64, 0.3892
DVAX: 90, 14.92, -0.55, 0.3892
VMD: 90, 5.26, -3.5, 0.3892
DTOCU: 90, 9.75, -0.8, 0.3891
CYAN: 90, 2.98, -4.03, 0.3887
FUV: 90, 8.19, 2.27, 0.3886
QIWI: 90, 7.63, -3.9, 0.3884
COMM: 90, 10.53, -4.06, 0.3884
DFH: 90, 18.92, -3.29, 0.388
CPSH: 90, 3.77, 0.21, 0.3879
VNET: 90, 7.78, -3.64, 0.3879
ADN: 90, 6.74, -3.98, 0.3878
CENX: 90, 16.2, -2.5, 0.3877
TUEM: 90, 2.03, 1.25, 0.3876
AFMD: 90, 5.55, -0.79, 0.3876
VRA: 90, 8.19, -3.98, 0.3876
VELOU: 90, 9.81, -1.3, 0.3875
GPAC: 90, 9.5, -2.17, 0.3875
PTCT: 90, 39.91, -1.76, 0.3874
YELL: 90, 12.82, -1.91, 0.3874
PCTTU: 90, 12.36, 4.16, 0.3873
VTNR: 90, 4.45, 0.2, 0.3873
CLRMU: 90, 9.87, -1.09, 0.3871
KZR: 90, 16.1, -1.44, 0.3869
ALYA: 90, 2.36, -3.79, 0.3868
FTAAU: 90, 9.87, -2.03, 0.3867
MGI: 90, 7.39, -1.72, 0.3866
OPK: 90, 4.81, -3.44, 0.3866
NUVL: 90, 19.37, 1.46, 0.3865
IMNM: 90, 14.83, 2.79, 0.3863
HLAH: 90, 9.63, -1.1, 0.3859
PRTH: 90, 6.92, -2.3, 0.3859
BRY: 90, 8.04, -3.48, 0.3857
INKAU: 90, 9.86, -1.45, 0.3855
SYPR: 90, 2.17, -1.21, 0.3853
WETF: 90, 5.85, -4.23, 0.3852
ALDX: 90, 3.95, -2.88, 0.3851
MDXG: 90, 5.87, -1.38, 0.385
OSTRU: 90, 9.84, -0.87, 0.3849
GTIM: 90, 4.2, -3.13, 0.3849
AVDL: 90, 7.74, -3.39, 0.3849
XP: 90, 26.98, -3.35, 0.3848
OPI: 90, 24.07, -3.88, 0.3847
DISH: 90, 31.13, -4.26, 0.3847
SRAX: 90, 4.33, -1.0, 0.3845
PCT: 90, 8.92, -2.13, 0.3844
MOGO: 90, 3.48, 0.37, 0.3842
RXT: 90, 13.02, -4.57, 0.3841
COOLU: 90, 9.84, -1.39, 0.384
HGBL: 90, 1.88, 8.47, 0.3838
EMBK: 90, 8.61, -1.89, 0.3838
RELI: 90, 6.45, 3.03, 0.3835
PBAX: 90, 9.81, -1.01, 0.3834
GTHX: 90, 10.12, -2.6, 0.3834
ALBO: 90, 22.68, -3.87, 0.3833
SPKB: 90, 9.57, -1.52, 0.3832
ANIX: 90, 3.01, 1.18, 0.3831
ENG: 90, 1.29, -1.68, 0.3831
AAOI: 90, 5.09, -4.14, 0.3831
VIACA: 90, 31.94, -4.19, 0.383
CGEN: 90, 4.03, -4.21, 0.383
AFAQ: 90, 9.61, -1.05, 0.3827
VS: 90, 2.06, 0.25, 0.3826
VTRU: 90, 13.06, -4.74, 0.3826
BYRN: 90, 14.49, 7.68, 0.3824
LXRX: 90, 4.05, -1.27, 0.3823
BCLI: 90, 3.88, -3.25, 0.3822
BLU: 90, 8.16, 2.53, 0.3821
IBEX: 90, 12.7, -4.04, 0.3821
ADES: 90, 6.29, -4.49, 0.3819
IMV: 90, 1.19, -2.6, 0.3818
TVAC: 90, 10.03, -0.89, 0.3817
FRONU: 90, 9.74, -1.2, 0.3817
NYMTL: 90, 24.49, -1.28, 0.3817
IONM: 90, 5.84, 8.04, 0.3815
HSAQ: 90, 9.46, -3.86, 0.3815
REPH: 90, 1.42, -2.68, 0.3813
CASI: 90, 0.78, -2.37, 0.3811
WPRT: 90, 2.17, -2.86, 0.3811
MEIP: 90, 2.46, -3.12, 0.381
QRTEA: 90, 7.34, -4.84, 0.3809
IOACU: 90, 9.98, -0.82, 0.3807
ALPA: 90, 9.61, -0.81, 0.3806
SWIR: 90, 16.13, -5.22, 0.3804
PPSI: 90, 7.57, 0.78, 0.3803
CAMP: 90, 6.47, -4.76, 0.3803
SSNT: 90, 5.16, 14.93, 0.3802
GDEV: 90, 7.98, -4.58, 0.3802
ALKS: 90, 22.81, -4.72, 0.3802
CNSL: 90, 7.26, -4.63, 0.3801
SRCL: 90, 57.14, -4.1, 0.38
CMCT: 90, 7.11, -5.0, 0.3795
KNBE: 90, 21.73, -3.89, 0.3794
FULC: 90, 17.14, 2.73, 0.3792
OXLCO: 90, 24.6, -0.78, 0.3792
RCKT: 90, 22.53, -0.69, 0.379
TRIP: 90, 25.98, -4.74, 0.379
PFIE: 90, 1.0, -5.05, 0.3789
TUR: 90, 19.21, -4.41, 0.3787
ALJJ: 90, 1.74, -3.92, 0.3786
YMAB: 90, 16.18, -4.36, 0.3786
RNA: 90, 22.14, -4.6, 0.3786
PBPB: 90, 4.96, -4.99, 0.3786
MMAT: 90, 2.53, 2.42, 0.3785
ELTK: 90, 3.64, -2.02, 0.3781
SQFT: 90, 3.61, -3.95, 0.3779
ETON: 90, 3.84, -4.63, 0.3779
TAST: 90, 2.72, -4.94, 0.3775
MDNA: 90, 1.61, -2.19, 0.3772
SSAA: 90, 9.64, -1.19, 0.3769
POWW: 90, 5.41, 2.12, 0.3766
DCGO: 90, 8.78, -4.28, 0.3765
MGNX: 90, 15.34, -3.69, 0.3764
BIOSU: 90, 9.94, -0.56, 0.3763
LSEA: 90, 7.02, -2.97, 0.3763
NDAC: 90, 9.67, -0.78, 0.3761
SMTI: 90, 31.01, 8.03, 0.3759
DXYN: 90, 5.51, -2.64, 0.3759
SGMO: 90, 7.66, -3.43, 0.3759
STGW: 90, 8.31, -4.62, 0.3757
AAL: 90, 17.15, -5.27, 0.3757
BWAY: 90, 7.3, -5.16, 0.3756
CTSO: 90, 3.96, -4.88, 0.3755
ANEB: 90, 6.19, -4.96, 0.3754
FLNT: 90, 2.03, -3.29, 0.3753
SALM: 90, 2.87, -3.91, 0.375
PLMIU: 90, 9.72, -0.82, 0.3748
TROO: 90, 5.22, 1.85, 0.3746
GERN: 90, 1.19, -4.42, 0.3746
VAQC: 90, 9.68, -0.99, 0.3743
GSM: 90, 6.12, -3.95, 0.3743
NGCA: 90, 9.02, -2.52, 0.3739
INO: 90, 5.04, -3.25, 0.3739
IMMP: 90, 3.48, 1.54, 0.3737
DWSN: 90, 2.19, -5.14, 0.3736
SEED: 90, 7.27, -3.22, 0.3735
GLNG: 90, 11.64, -4.86, 0.3735
GALT: 90, 2.11, -2.86, 0.3734
QMCO: 90, 5.16, -4.72, 0.3734
INTZ: 90, 3.61, 1.36, 0.3733
EAC: 90, 9.65, -0.97, 0.3732
WRAP: 90, 3.99, -2.18, 0.3732
IPHA: 90, 4.49, -3.66, 0.3731
EVGO: 90, 9.25, -1.16, 0.373
PFDR: 90, 9.57, -1.31, 0.3728
GYRO: 90, 11.74, -4.36, 0.3728
STCN: 90, 1.24, -5.29, 0.3727
MLAIU: 90, 10.0, -0.48, 0.3726
MDWD: 90, 2.21, -5.42, 0.3723
LINK: 90, 9.42, -1.61, 0.3722
REFR: 90, 1.6, -5.09, 0.372
AFACU: 90, 9.89, -1.28, 0.3719
VKTX: 90, 4.55, -3.54, 0.3716
BTCY: 90, 4.46, 0.45, 0.3715
CDZI: 90, 3.35, -5.91, 0.3715
AHPI: 90, 6.13, 3.0, 0.3714
IMVT: 90, 7.5, -4.15, 0.3713
BNFT: 90, 9.99, -5.65, 0.3713
CDEV: 90, 6.1, -2.69, 0.3711
HALL: 90, 4.23, -5.47, 0.3711
CONX: 90, 9.68, -1.35, 0.371
CAAS: 90, 2.46, -4.86, 0.3708
VTIQ: 90, 9.6, -1.58, 0.3707
USAP: 90, 7.31, -5.88, 0.3707
PRQR: 90, 7.51, -4.51, 0.3706
GASS: 90, 2.05, -5.3, 0.3706
XBIT: 90, 10.74, -3.47, 0.3703
NDLS: 90, 8.98, -4.93, 0.3703
MNTK: 90, 10.05, -4.52, 0.3702
PKOH: 90, 19.75, -5.23, 0.3702
TZPSU: 90, 9.85, -1.11, 0.37
FLUX: 90, 3.94, -0.99, 0.3699
LGO: 90, 8.93, -3.51, 0.3699
RTLR: 90, 10.59, -5.38, 0.3699
CBAT: 90, 1.44, -1.73, 0.3698
PRSRU: 90, 9.7, -2.39, 0.3693
CARV: 90, 8.88, 1.74, 0.3688
KNSA: 90, 11.5, -5.3, 0.3688
PHIC: 90, 9.64, -1.98, 0.3687
CKPT: 90, 2.76, -3.41, 0.3683
ISPC: 90, 10.57, 13.42, 0.3681
LE: 90, 18.32, -5.63, 0.3678
AACG: 90, 1.11, 4.56, 0.3677
SOHO: 90, 1.79, -5.38, 0.3677
PAYA: 90, 6.27, -4.71, 0.3674
PHAT: 90, 18.23, -4.77, 0.3673
QRTEB: 90, 7.35, -5.43, 0.3673
ARVL: 90, 7.58, -4.37, 0.3672
KAIIU: 90, 9.79, -1.07, 0.367
SOHU: 90, 14.27, -6.05, 0.367
AADI: 90, 27.75, 14.11, 0.3669
CFFVU: 90, 9.65, -3.01, 0.3669
BSQR: 90, 1.58, -3.85, 0.3667
FTEK: 90, 1.33, -4.05, 0.3667
BWEN: 90, 1.78, -5.5, 0.3667
CHCI: 90, 4.36, -2.83, 0.3665
SWIM: 90, 23.06, -5.99, 0.3665
ALLO: 90, 14.61, -5.51, 0.3664
AGIO: 90, 32.26, -6.01, 0.3664
OMEX: 90, 4.9, -4.33, 0.3663
PTMN: 90, 23.05, -5.0, 0.3663
TALS: 90, 13.96, -5.02, 0.3662
NYMTM: 90, 26.75, 3.4, 0.3661
HERA: 90, 9.65, -0.99, 0.366
ENNV: 90, 9.76, -1.48, 0.3659
GRTS: 90, 12.53, -0.78, 0.3657
BFI: 90, 5.35, -5.62, 0.3657
SBET: 90, 2.37, 1.88, 0.3656
CRIS: 90, 4.71, -2.42, 0.3656
CLBT: 90, 7.78, -5.21, 0.3654
AMEH: 90, 87.27, 15.08, 0.3653
TZPS: 90, 9.67, -1.08, 0.3653
AKICU: 90, 9.74, -1.71, 0.3652
NEPH: 90, 5.8, -1.3, 0.3649
HYRE: 90, 4.19, -2.96, 0.3649
ATRO: 90, 11.39, -5.97, 0.3648
ROVRW: 90, 2.41, -1.02, 0.3647
AVEO: 90, 4.71, -3.02, 0.3647
ACTG: 90, 4.86, -6.2, 0.3645
ONEM: 90, 15.61, -5.75, 0.3644
STRM: 90, 1.37, -5.51, 0.3643
LUNG: 90, 30.23, -5.98, 0.3643
PFTAU: 90, 9.74, -1.07, 0.3642
GMBTU: 90, 9.93, -2.06, 0.3642
LEXX: 90, 3.67, -5.42, 0.3641
OMEG: 90, 9.56, -2.09, 0.364
ROCC: 90, 27.61, -2.14, 0.3638
RDI: 90, 3.68, -6.02, 0.3638
RBBN: 90, 5.72, -6.57, 0.3638
GOSS: 90, 10.18, -5.85, 0.3636
NCMI: 90, 2.5, -6.48, 0.3635
PUCKU: 90, 10.04, -1.8, 0.3634
LMDX: 90, 8.15, -6.19, 0.3633
ASPS: 90, 10.6, -6.15, 0.3631
XTLB: 90, 2.65, -6.17, 0.363
ADPT: 90, 24.72, -6.23, 0.363
MTRX: 90, 6.37, -6.49, 0.3628
PACX: 90, 9.77, -1.07, 0.3623
BRCN: 90, 1.26, -1.38, 0.362
UONE: 90, 4.84, 3.75, 0.3619
VRNA: 90, 6.52, -4.79, 0.3617
EVGOW: 90, 2.81, 12.72, 0.3614
EYPT: 90, 11.94, -6.27, 0.3609
TOACU: 90, 9.97, -0.96, 0.3607
SLGL: 90, 6.32, -7.2, 0.3607
FINMU: 90, 9.81, -1.7, 0.3605
EVK: 90, 2.19, -5.08, 0.3605
ORGO: 90, 9.14, -0.52, 0.3604
ROVR: 90, 8.9, -6.24, 0.3604
SABS: 90, 8.16, -6.53, 0.3603
BDSI: 90, 2.9, -6.87, 0.3603
AEACU: 90, 9.88, -1.3, 0.3602
AGLE: 90, 4.04, -6.49, 0.3601
CRMD: 90, 4.3, -3.86, 0.36
HPKEW: 90, 6.92, 13.3, 0.3599
ICLK: 90, 3.92, -6.37, 0.3599
CVV: 90, 3.85, -6.98, 0.3598
SLDP: 90, 8.35, -7.11, 0.3597
ACB: 90, 5.28, -3.23, 0.3595
LWAY: 90, 4.56, -6.82, 0.3594
VELO: 90, 9.55, -1.55, 0.3593
ASMB: 90, 2.08, -6.67, 0.3593
CRON: 90, 3.6, -6.9, 0.3593
MACA: 90, 9.57, -1.46, 0.3591
ADV: 90, 7.38, -5.43, 0.3591
NVAX: 90, 154.37, 0.73, 0.3588
GLUE: 90, 18.63, -4.94, 0.3587
VFF: 90, 5.95, -5.66, 0.3586
GTPA: 90, 9.57, -3.35, 0.3585
UNAM: 90, 3.18, -6.76, 0.3585
MVST: 90, 5.17, -7.06, 0.3585
ALTO: 90, 4.59, -4.49, 0.3584
EPSN: 90, 5.75, 2.79, 0.3583
SINO: 90, 4.44, -2.72, 0.3582
PAA: 90, 8.64, -6.14, 0.3582
CHX: 90, 19.1, -6.43, 0.3575
OTRK: 90, 5.85, -4.29, 0.3573
PMTS: 90, 18.16, -5.31, 0.3572
TESS: 90, 5.93, -6.69, 0.3571
FSTR: 90, 12.89, -6.82, 0.3571
BLNK: 90, 26.83, 2.09, 0.357
AIRS: 90, 14.61, -5.8, 0.3569
PFMT: 90, 2.16, -6.09, 0.3569
CMLS: 90, 10.35, -6.24, 0.3568
SSYS: 90, 22.42, -6.58, 0.3566
UTSI: 90, 0.77, -7.11, 0.3566
SRNE: 90, 4.74, -2.66, 0.3565
EVOL: 90, 2.12, -7.06, 0.3562
TLGYU: 90, 9.94, -0.94, 0.356
CLPT: 90, 10.63, -5.7, 0.356
AXDX: 90, 4.6, -7.34, 0.3555
EH: 90, 14.19, 0.74, 0.3553
JNCE: 90, 7.7, -6.27, 0.3553
ATNF: 90, 3.46, -7.67, 0.3551
AUTO: 90, 3.29, -6.44, 0.355
FARM: 90, 6.53, -7.14, 0.355
SBT: 90, 5.25, -7.28, 0.3549
REVH: 90, 9.61, -1.22, 0.3547
ITQRU: 90, 9.76, -1.42, 0.3545
LILAK: 90, 10.69, -6.46, 0.3542
NPABU: 90, 9.9, -1.45, 0.3541
LTRPB: 90, 16.66, -2.77, 0.3539
PTRA: 90, 8.43, -4.04, 0.3538
RRGB: 90, 15.74, -7.54, 0.3538
IDEX: 90, 1.14, -1.56, 0.3535
OMER: 90, 6.3, -7.22, 0.3535
BSGM: 90, 2.22, -5.54, 0.3532
GRUB: 90, 9.89, -7.33, 0.353
AFYA: 90, 13.96, -7.38, 0.353
ESEA: 90, 23.71, -3.17, 0.3527
MRSN: 90, 5.42, -6.37, 0.3527
PGRWU: 90, 9.86, -1.17, 0.3523
LMPX: 90, 7.33, 4.31, 0.3521
VRCA: 90, 8.93, -6.75, 0.3521
CTMX: 90, 4.18, -7.01, 0.3521
SUMR: 90, 10.2, -5.47, 0.352
CEMI: 90, 1.02, -6.87, 0.3517
SJ: 90, 5.34, -7.13, 0.3517
SOLO: 90, 2.24, 0.24, 0.3516
CTKB: 90, 15.99, -7.18, 0.3515
OCAXU: 90, 10.0, -1.23, 0.3514
GEOS: 90, 6.21, -7.57, 0.3514
UIHC: 90, 4.07, -7.24, 0.3513
DISA: 90, 9.68, -1.21, 0.3511
LHAA: 90, 9.59, -1.41, 0.3511
ATVC: 90, 9.64, -1.44, 0.351
AERI: 90, 6.75, -7.92, 0.351
PAVM: 90, 2.42, -5.29, 0.3509
SEAC: 90, 1.53, -7.54, 0.3509
DRIO: 90, 13.47, 6.69, 0.3507
RCON: 90, 1.35, -1.64, 0.3503
DYNT: 90, 0.92, -7.09, 0.3502
MHLD: 90, 2.83, -7.2, 0.3502
SOHON: 90, 16.09, -3.88, 0.3501
ISEE: 90, 15.67, -4.86, 0.3501
CODX: 90, 9.24, 1.98, 0.3499
MESO: 90, 4.53, -5.99, 0.3499
OEG: 90, 2.01, -6.75, 0.3499
CNDT: 90, 4.98, -7.94, 0.3498
GLMD: 90, 1.65, -6.14, 0.3496
MBII: 90, 0.66, -7.64, 0.3496
NYXH: 90, 19.33, -7.7, 0.3496
XOMA: 90, 20.24, -6.21, 0.3494
DUNE: 90, 9.74, -1.12, 0.349
OPRA: 90, 6.33, -7.49, 0.349
MIND: 90, 1.47, -7.5, 0.3489
ORGS: 90, 2.47, -5.7, 0.3485
PSCE: 90, 6.73, -7.39, 0.3484
NEXT: 90, 2.74, -6.72, 0.3482
KLAQU: 90, 9.71, -1.55, 0.3481
NISN: 90, 2.92, -4.76, 0.3481
FPAY: 90, 2.13, -7.72, 0.348
RYTM: 90, 9.99, -7.41, 0.3479
HTZ: 90, 22.86, -7.52, 0.3479
INCR: 90, 7.65, 11.46, 0.3477
WTER: 90, 1.14, -6.56, 0.3477
EOLS: 90, 6.01, -5.74, 0.3476
DCPH: 90, 8.89, -5.03, 0.3475
STNE: 90, 14.67, -7.38, 0.3473
ALGS: 90, 11.33, -7.39, 0.3472
SREV: 90, 0.91, -7.9, 0.3472
VBLT: 90, 1.8, -6.39, 0.347
CLLS: 90, 7.4, -8.18, 0.347
OEPWU: 90, 9.77, -1.33, 0.3469
CDAK: 90, 9.43, -6.06, 0.3468
JOAN: 90, 9.62, -7.88, 0.3468
HARP: 90, 6.99, -8.18, 0.3467
MAPS: 90, 5.58, -8.47, 0.3467
HNRG: 90, 2.22, -7.7, 0.3466
EVCM: 90, 14.78, -7.85, 0.3465
LFMD: 90, 4.04, 6.47, 0.3463
PFX: 90, 38.11, -7.6, 0.3463
ALXO: 90, 20.62, -7.95, 0.3463
ARBG: 90, 9.65, -1.66, 0.3462
BRLT: 90, 15.34, -6.35, 0.3462
XGN: 90, 10.4, -6.68, 0.3462
REKR: 90, 6.68, 4.89, 0.3459
GREE: 90, 15.73, -6.8, 0.3459
MRKR: 90, 0.89, -6.42, 0.3458
XNET: 90, 1.79, -7.38, 0.3458
VBIV: 90, 2.14, -6.42, 0.3456
PAGP: 90, 9.36, -7.64, 0.3456
ENSC: 90, 4.1, -7.36, 0.3454
OCUL: 90, 6.15, -7.31, 0.3451
KNDI: 90, 2.87, -8.19, 0.3451
EYEN: 90, 3.59, -8.23, 0.3451
JAN: 90, 3.79, -6.38, 0.345
ONCY: 90, 1.31, -7.14, 0.345
GAN: 90, 8.44, -8.33, 0.345
AURC: 90, 9.64, -2.49, 0.3449
LPTX: 90, 2.82, -7.22, 0.3448
FSTX: 90, 4.76, -4.98, 0.3447
HGSH: 90, 2.01, -6.78, 0.3447
ABUS: 90, 3.54, -6.36, 0.3446
AGFS: 90, 1.82, -8.55, 0.3445
BBBY: 90, 13.73, -8.65, 0.3445
AMTI: 90, 12.68, -7.47, 0.3441
MESA: 90, 5.22, -7.91, 0.3441
ZIOP: 90, 1.01, -8.31, 0.3441
ACIU: 90, 4.85, -7.26, 0.344
NRXP: 90, 4.69, -5.96, 0.3437
TLS: 90, 14.2, -8.93, 0.3437
VII: 90, 9.63, -1.59, 0.3436
LILA: 90, 10.74, -7.96, 0.3436
BENER: 90, 0.39, -1.0, 0.3435
GSKY: 90, 10.58, -8.58, 0.3434
LJPC: 90, 4.33, -7.31, 0.3433
AVPT: 90, 5.99, -7.35, 0.3433
JCICU: 90, 9.86, -1.56, 0.3432
NEON: 90, 8.1, -7.54, 0.3432
BVXV: 90, 2.21, -5.08, 0.3429
WFCF: 90, 14.15, -6.35, 0.3428
VERY: 90, 6.53, -7.9, 0.3428
ISUN: 90, 5.69, -4.07, 0.3427
PXSAP: 90, 12.76, -7.77, 0.3427
RMBL: 90, 37.79, -5.92, 0.3424
DADA: 90, 11.08, -7.5, 0.3422
OTECW: 90, 0.42, -8.29, 0.342
NNBR: 90, 3.71, -8.89, 0.342
CMPS: 90, 20.15, -8.62, 0.3419
SAVA: 90, 44.95, 4.37, 0.3417
CBAY: 90, 3.03, -6.66, 0.3416
CRDL: 90, 1.72, -7.93, 0.3415
RLMD: 90, 20.35, -6.42, 0.3414
FWP: 90, 5.35, -8.45, 0.3413
INM: 90, 1.26, -4.9, 0.3411
CYRN: 90, 0.26, -9.03, 0.3409
KRNLU: 90, 9.77, -1.66, 0.3406
CNCE: 90, 2.94, -8.59, 0.3404
AVTX: 90, 1.53, -7.23, 0.3403
ATHA: 90, 11.37, -8.88, 0.3403
LRFC: 90, 21.43, -8.22, 0.3401
OM: 90, 42.19, -8.44, 0.3401
DCT: 90, 27.16, -8.2, 0.34
FRGI: 90, 10.04, -8.97, 0.34
CASA: 90, 5.04, -9.13, 0.3398
MTAC: 90, 9.62, -2.66, 0.3397
VTRS: 90, 12.62, -7.42, 0.3396
DLPN: 90, 9.3, 0.78, 0.3395
OPHC: 90, 3.8, -5.39, 0.3395
CTIB: 90, 1.21, -6.22, 0.3395
SMMT: 90, 2.42, -8.02, 0.3394
EVLO: 90, 5.99, -8.55, 0.3393
AKBA: 90, 2.1, -8.56, 0.3393
POWRU: 90, 9.75, -2.07, 0.3391
RIVN: 90, 96.58, -2.86, 0.339
ETNB: 90, 11.87, -7.96, 0.339
ZWRKU: 90, 9.78, -1.73, 0.3388
TH: 90, 3.42, -8.34, 0.3387
NAOV: 90, 0.94, -7.02, 0.3386
LEDS: 90, 4.41, -4.1, 0.3385
POLA: 90, 3.34, -5.91, 0.3385
BTBT: 90, 6.54, 3.46, 0.3384
CRECU: 90, 9.85, -1.38, 0.3384
CMAX: 90, 6.6, -8.89, 0.3384
INTA: 90, 22.94, -8.49, 0.3383
IMRX: 90, 15.45, -6.43, 0.3382
GLYC: 90, 1.33, -8.92, 0.3382
PME: 90, 0.42, -8.67, 0.3378
VLDR: 90, 4.27, -8.35, 0.3376
LYFT: 90, 39.81, -8.62, 0.3376
MMLP: 90, 2.36, -9.78, 0.3376
HAAC: 90, 9.28, -5.3, 0.3373
SIEN: 90, 3.33, -8.35, 0.3373
FICVU: 90, 9.7, -1.23, 0.3372
QUMU: 90, 1.78, -10.35, 0.3372
LQDA: 90, 4.41, -8.11, 0.3371
VSTM: 90, 1.89, -8.4, 0.3371
SCPH: 90, 4.59, -9.54, 0.3367
FCUV: 90, 11.09, 14.37, 0.3365
MRNS: 90, 11.31, -6.49, 0.3365
