Format: Days, Expected Price, Expected Return, Probability of Breakeven
AOUT: 90, 20.92, 6.53, 0.5055
TFFP: 90, 9.39, 8.72, 0.5054
NWE: 90, 57.93, 1.43, 0.5054
AVAC: 90, 9.87, 0.03, 0.5054
LAZR: 90, 17.86, 7.26, 0.5053
OBT: 90, 41.5, 3.14, 0.5053
CID: 90, 32.67, 0.81, 0.5053
VIRT: 90, 29.44, 2.7, 0.5052
ARCB: 90, 127.56, 4.5, 0.5051
LCNB: 90, 20.32, 2.66, 0.5051
WINVU: 90, 10.33, 1.29, 0.5051
ASTE: 90, 72.5, 3.58, 0.5049
SANM: 90, 43.35, 2.98, 0.5049
CHPM: 90, 10.13, 0.26, 0.5049
SAMA: 90, 9.91, 0.76, 0.5047
NFE: 90, 26.34, 7.93, 0.5045
EBTC: 90, 46.48, 3.39, 0.5043
ESBK: 90, 23.36, 2.24, 0.5043
ORIA: 90, 9.72, 0.49, 0.5043
FRSGU: 90, 10.11, 0.25, 0.5043
NTLA: 90, 132.59, 10.6, 0.5042
TBBK: 90, 26.9, 5.18, 0.5042
CIZ: 90, 34.58, 0.57, 0.5042
FORR: 90, 62.04, 2.48, 0.5041
DCOM: 90, 35.57, 1.85, 0.5041
NFBK: 90, 16.57, 1.53, 0.5041
TEKKU: 90, 10.27, 0.72, 0.5041
FAAR: 90, 28.93, 0.34, 0.5041
CYRX: 90, 65.91, 11.84, 0.504
PROV: 90, 16.81, 1.54, 0.504
ZLAB: 90, 67.92, 6.83, 0.5039
SKYW: 90, 42.49, 5.67, 0.5039
CEY: 90, 23.51, 0.77, 0.5039
ROCR: 90, 9.93, 0.15, 0.5039
ROCG: 90, 9.86, 0.1, 0.5038
VCYT: 90, 41.78, 6.5, 0.5037
PETS: 90, 26.83, 4.63, 0.5037
RILYP: 90, 27.93, 3.71, 0.5036
FFBC: 90, 25.12, 2.53, 0.5034
DWAC: 90, 530.99, 90.46, 0.5031
KMDA: 90, 6.85, 2.87, 0.503
ATSPU: 90, 10.03, 0.26, 0.503
RELL: 90, 12.55, 2.23, 0.5029
EGLX: 90, 3.28, 11.04, 0.5028
CRWS: 90, 7.3, 2.05, 0.5027
TCBS: 90, 15.6, 1.41, 0.5027
RNEM: 90, 48.35, 0.57, 0.5027
CMCO: 90, 47.14, 2.75, 0.5026
FITBO: 90, 26.86, 2.67, 0.5025
DSAC: 90, 10.01, 0.28, 0.5025
TACT: 90, 11.12, 4.21, 0.5024
FLIC: 90, 22.27, 2.28, 0.5024
STRS: 90, 38.81, 5.13, 0.5023
MDIV: 90, 16.66, 0.68, 0.5023
CUTR: 90, 41.19, 5.92, 0.5021
AGNCM: 90, 26.59, 2.81, 0.5021
MGLN: 90, 97.14, 2.32, 0.502
XAIR: 90, 10.91, 11.36, 0.5019
WRLD: 90, 267.72, 6.21, 0.5019
LAKE: 90, 22.64, 4.32, 0.5019
AVAV: 90, 64.2, 3.66, 0.5019
MAQC: 90, 10.1, 0.38, 0.5019
UTAAU: 90, 10.02, 0.03, 0.5019
RYAAY: 90, 105.29, 2.24, 0.5018
CONXU: 90, 10.03, 0.24, 0.5018
RILYO: 90, 26.64, 3.04, 0.5017
COWN: 90, 42.47, 13.7, 0.5016
PRTS: 90, 12.07, 7.79, 0.5016
AVNW: 90, 33.93, 5.98, 0.5016
FISI: 90, 32.98, 2.29, 0.5016
ITI: 90, 4.25, 4.53, 0.5015
HWC: 90, 51.83, 3.3, 0.5014
CYTK: 90, 50.64, 8.41, 0.5013
PAAS: 90, 25.77, 4.69, 0.5013
VRRM: 90, 16.04, 2.73, 0.5013
IDCC: 90, 74.25, 2.12, 0.5011
FCFS: 90, 74.6, 2.06, 0.5011
LJAQ: 90, 9.84, 0.06, 0.5011
LPSN: 90, 37.71, 4.77, 0.5009
NVCR: 90, 84.76, 7.56, 0.5008
VC: 90, 115.54, 2.91, 0.5007
PNNT: 90, 7.03, 2.32, 0.5007
CNTQU: 90, 10.51, 2.1, 0.5006
BECN: 90, 59.22, 3.39, 0.5005
MBTCU: 90, 10.44, 1.42, 0.5005
KVSC: 90, 9.79, 0.08, 0.5005
NWFL: 90, 26.64, 2.38, 0.5004
MSBI: 90, 25.79, 2.38, 0.5003
BATRK: 90, 28.25, 2.06, 0.5003
APMIU: 90, 9.87, 0.05, 0.5003
OMAB: 90, 55.11, 2.81, 0.5001
XPDI: 90, 10.75, 2.03, 0.5
FGBI: 90, 21.29, 3.07, 0.4999
BWC: 90, 9.7, 0.01, 0.4997
LSBK: 90, 15.44, 1.43, 0.4996
RGLD: 90, 107.05, 2.63, 0.4995
FITBP: 90, 26.5, 1.29, 0.4995
QAT: 90, 20.67, 0.63, 0.4995
FGFPP: 90, 24.81, 0.95, 0.4994
PI: 90, 100.31, 10.37, 0.4993
CPAA: 90, 9.79, 0.37, 0.4993
GILT: 90, 7.43, 2.95, 0.4991
CFVIU: 90, 11.64, 2.29, 0.4991
ETAC: 90, 9.84, 0.1, 0.499
FLEX: 90, 18.85, 2.67, 0.4989
ESSC: 90, 11.08, 3.06, 0.4987
CCCC: 90, 35.34, 6.79, 0.4986
CPZ: 90, 20.25, 2.32, 0.4986
LAWS: 90, 57.01, 3.53, 0.4984
UPLD: 90, 18.75, 3.33, 0.498
FHB: 90, 27.89, 2.22, 0.498
AEHA: 90, 9.97, 0.0, 0.4977
TGLS: 90, 27.98, 5.28, 0.4976
SSB: 90, 81.79, 1.78, 0.4973
III: 90, 7.95, 3.68, 0.4971
AAWW: 90, 97.1, 3.44, 0.4971
MRTX: 90, 160.11, 9.94, 0.4969
SIVBP: 90, 27.29, 2.49, 0.4969
EYE: 90, 50.3, 4.13, 0.4968
FCNCP: 90, 26.49, 1.08, 0.4968
IGACU: 90, 10.23, 0.38, 0.4967
JRVR: 90, 28.79, 2.21, 0.4966
SVSVU: 90, 10.92, 2.2, 0.4966
HBMD: 90, 22.53, 2.91, 0.4964
COLB: 90, 33.49, 2.15, 0.4964
ANZU: 90, 9.76, 0.01, 0.4964
SGMS: 90, 71.39, 8.11, 0.4962
STFC: 90, 54.11, 4.55, 0.4962
FMBI: 90, 21.02, 1.62, 0.4962
BWAC: 90, 10.17, 0.08, 0.4962
LNTH: 90, 32.38, 7.6, 0.4961
PENN: 90, 52.57, 6.65, 0.4961
SWBI: 90, 18.33, 4.85, 0.496
PYR: 90, 3.08, 11.26, 0.4959
TRS: 90, 36.99, 1.61, 0.4959
UAE: 90, 16.35, 0.77, 0.4959
NVACU: 90, 10.03, -0.01, 0.4958
EGRX: 90, 55.15, 5.44, 0.4957
DJCO: 90, 369.63, 2.12, 0.4956
ROIC: 90, 19.66, 2.02, 0.4956
SWET: 90, 9.75, 0.02, 0.4955
AUBN: 90, 33.83, 2.45, 0.4954
BCML: 90, 19.27, 1.95, 0.4954
ERESU: 90, 10.11, 0.21, 0.4954
FUTU: 90, 42.12, 9.6, 0.4953
RFIL: 90, 8.17, 4.27, 0.4953
KALU: 90, 97.1, 2.08, 0.4953
DGICA: 90, 14.36, 0.82, 0.4952
LEGA: 90, 9.74, 0.01, 0.4951
PDD: 90, 58.7, 7.99, 0.495
BATRA: 90, 28.86, 2.13, 0.4949
FFIC: 90, 25.0, 1.98, 0.4949
AURCU: 90, 10.21, 0.73, 0.4948
CPTAG: 90, 25.92, 2.29, 0.4947
CGC: 90, 9.53, 8.09, 0.4946
SPLK: 90, 119.57, 3.4, 0.4946
IBTH: 90, 25.1, 0.03, 0.4946
FINM: 90, 9.74, 0.02, 0.4946
DLCA: 90, 9.76, -0.02, 0.4946
ITRN: 90, 26.74, 1.83, 0.4945
BCACU: 90, 10.37, 0.41, 0.4945
NGMS: 90, 29.95, 7.77, 0.4944
LQDT: 90, 22.47, 5.22, 0.4944
RGP: 90, 18.49, 2.07, 0.4944
GCMG: 90, 10.32, 0.71, 0.4944
XPAX: 90, 9.68, -0.02, 0.4944
CTLP: 90, 8.78, 7.61, 0.4943
AXTI: 90, 9.04, 5.33, 0.4943
DUNEU: 90, 10.13, 0.06, 0.4942
TVTX: 90, 32.12, 4.52, 0.4941
BLNG: 90, 9.7, 0.02, 0.494
QNST: 90, 19.09, 5.12, 0.4938
SVA: 90, 6.52, 0.75, 0.4938
XNCR: 90, 42.69, 4.37, 0.4937
OXLCM: 90, 25.82, 2.22, 0.4935
BYTSU: 90, 9.95, 0.0, 0.4935
TCPC: 90, 13.74, 1.91, 0.4933
LFTRU: 90, 10.08, 0.35, 0.4933
DWACU: 90, 443.61, 86.98, 0.4932
CSTR: 90, 21.53, 2.28, 0.4932
LAAAU: 90, 10.0, 0.02, 0.4932
BYTS: 90, 9.8, -0.01, 0.4932
EQBK: 90, 34.65, 1.91, 0.4931
KRT: 90, 21.56, 5.1, 0.493
BTAQU: 90, 10.33, 0.8, 0.493
LUXAU: 90, 10.2, 0.66, 0.493
WVVIP: 90, 6.67, 4.35, 0.4929
FBIZ: 90, 29.73, 2.07, 0.4929
CIZN: 90, 18.43, 1.14, 0.4928
PGJ: 90, 34.07, 1.14, 0.4928
KOR: 90, 3.47, 8.42, 0.4927
BRKHU: 90, 9.99, 0.0, 0.4925
ESAC: 90, 10.03, 1.34, 0.4924
OXSQ: 90, 4.22, 2.09, 0.4923
STXB: 90, 29.96, 3.01, 0.4921
EML: 90, 25.34, 2.33, 0.4921
NODK: 90, 19.14, 1.82, 0.4921
PCSB: 90, 19.45, 1.28, 0.4921
FSLR: 90, 90.13, 3.27, 0.4919
MCMJ: 90, 10.03, 0.45, 0.4919
OZK: 90, 47.58, 2.24, 0.4918
BPYPP: 90, 25.83, 2.17, 0.4918
SILC: 90, 51.35, 2.46, 0.4916
NVSA: 90, 9.74, -0.02, 0.4916
AMOT: 90, 37.2, 3.87, 0.4914
UNB: 90, 30.35, 2.43, 0.4913
UFO: 90, 27.47, 1.45, 0.4913
ABNB: 90, 175.84, 4.78, 0.4912
ISSC: 90, 6.82, 4.16, 0.4912
TANNL: 90, 26.3, 2.09, 0.4912
ICCH: 90, 17.17, 0.98, 0.4912
AUPH: 90, 24.71, 8.99, 0.4911
KINZU: 90, 10.18, 0.03, 0.4911
ANZUU: 90, 10.0, 0.0, 0.4911
GLBLU: 90, 10.25, 0.08, 0.4909
TIPT: 90, 13.87, 3.45, 0.4908
MPRAU: 90, 10.03, -0.02, 0.4907
CRMT: 90, 105.86, 3.21, 0.4904
NAAC: 90, 9.79, -0.01, 0.4904
EMKR: 90, 7.44, 3.8, 0.4903
MORF: 90, 56.14, 13.79, 0.4902
AIRTP: 90, 24.17, 1.26, 0.4902
NSTG: 90, 42.84, 5.35, 0.4901
BOOM: 90, 41.59, 4.85, 0.4901
NVEC: 90, 69.43, 2.06, 0.4901
FHLT: 90, 9.76, 0.06, 0.4899
UBFO: 90, 8.25, 2.54, 0.4897
CVLY: 90, 21.91, 1.62, 0.4897
MITAU: 90, 9.9, -0.02, 0.4897
CVLT: 90, 70.96, 1.51, 0.4896
ARWR: 90, 74.45, 10.32, 0.4895
AEPPL: 90, 50.26, 0.73, 0.4895
PRDO: 90, 12.12, 2.81, 0.4894
TVACU: 90, 10.41, 0.06, 0.4894
KRTX: 90, 173.62, 24.07, 0.4892
NKSH: 90, 36.5, 1.97, 0.4892
DMLP: 90, 19.97, 1.57, 0.4891
SIGA: 90, 8.22, 8.01, 0.489
BLBD: 90, 15.54, 2.59, 0.4889
TCMD: 90, 20.17, 3.59, 0.4888
CGBD: 90, 14.3, 2.62, 0.4887
FNKO: 90, 20.52, 7.88, 0.4885
PTSI: 90, 75.14, 5.06, 0.4884
BRIVU: 90, 10.0, -0.02, 0.4884
HLIT: 90, 12.31, 3.24, 0.4883
LVRAU: 90, 9.98, -0.04, 0.4883
CODA: 90, 8.24, 10.48, 0.4882
GLDD: 90, 16.12, 2.86, 0.4882
SENEA: 90, 48.59, 2.58, 0.4881
TSCBP: 90, 27.19, 2.53, 0.488
ANGO: 90, 28.85, 2.07, 0.488
FREE: 90, 10.83, 1.51, 0.488
HCVIU: 90, 9.99, -0.04, 0.488
EUFN: 90, 20.26, 0.72, 0.4879
ENPH: 90, 208.11, 10.88, 0.4878
ITRI: 90, 70.3, 2.35, 0.4878
IRBT: 90, 69.79, 3.38, 0.4877
LTRX: 90, 8.09, 6.25, 0.4876
CCRN: 90, 29.5, 4.34, 0.4876
FRST: 90, 15.4, 1.41, 0.4876
VSEC: 90, 63.75, 3.16, 0.4875
TNYA: 90, 23.24, 17.27, 0.4874
OBNK: 90, 44.18, 2.22, 0.4874
SLVO: 90, 5.03, 0.38, 0.4874
TRONU: 90, 10.04, -0.03, 0.4874
CDNA: 90, 48.01, 8.41, 0.4873
MCFT: 90, 28.74, 4.28, 0.4871
MDRX: 90, 18.89, 2.02, 0.4871
MOFG: 90, 33.55, 1.74, 0.4871
TOI: 90, 11.09, 2.37, 0.487
EUCRU: 90, 10.01, 0.07, 0.487
RXRAU: 90, 9.82, -0.06, 0.487
AVXL: 90, 20.48, 14.3, 0.4869
NMMC: 90, 9.85, 0.28, 0.4868
CPAAU: 90, 10.01, 0.07, 0.4868
RUN: 90, 35.15, 6.81, 0.4866
PCX: 90, 9.9, -0.01, 0.4865
AEHR: 90, 26.18, 10.49, 0.4862
INDI: 90, 12.24, 2.76, 0.4862
OSIS: 90, 94.5, 1.41, 0.4862
HQY: 90, 45.29, 2.86, 0.4861
PINC: 90, 41.71, 0.8, 0.486
RSSS: 90, 2.36, 4.78, 0.4858
JCTCF: 90, 9.05, 3.36, 0.4858
OFED: 90, 23.83, 1.28, 0.4858
MLVF: 90, 15.8, 1.18, 0.4857
ULBI: 90, 6.23, 3.13, 0.4854
ZIONP: 90, 25.13, 0.77, 0.4854
MRUS: 90, 34.75, 7.56, 0.4853
CTAQU: 90, 9.98, -0.03, 0.4853
ESSCU: 90, 12.31, 3.35, 0.4851
ITHXU: 90, 10.05, -0.08, 0.4851
DYAI: 90, 4.44, 6.26, 0.4849
ERII: 90, 22.57, 6.42, 0.4847
CARE: 90, 15.37, 1.34, 0.4847
DALN: 90, 7.24, 1.28, 0.4847
UBSI: 90, 36.86, 1.22, 0.4846
PTNR: 90, 8.52, 3.17, 0.4843
HOFT: 90, 23.24, 1.96, 0.4842
WLDN: 90, 34.18, 4.04, 0.4841
CDK: 90, 42.05, 0.72, 0.4841
ROCRU: 90, 10.07, -0.02, 0.4839
KRMD: 90, 3.27, 8.87, 0.4838
VLGEA: 90, 23.33, 0.74, 0.4837
FMIVU: 90, 9.94, -0.07, 0.4835
UPWK: 90, 35.88, 5.45, 0.4832
RAM: 90, 9.98, -0.08, 0.4832
DENN: 90, 16.13, 2.64, 0.4831
SLMBP: 90, 59.52, 1.04, 0.4831
ETACU: 90, 10.02, -0.04, 0.4831
FLYW: 90, 39.28, 4.47, 0.483
VIA: 90, 11.92, 2.67, 0.483
OHPA: 90, 9.77, 0.07, 0.4829
GGMCU: 90, 9.92, -0.02, 0.4829
HRMY: 90, 45.27, 4.24, 0.4827
STBA: 90, 32.09, 1.41, 0.4827
ATLO: 90, 24.68, 1.01, 0.4827
SHQAU: 90, 9.96, -0.1, 0.4827
TMPMU: 90, 9.99, -0.08, 0.4826
DNLI: 90, 46.71, 5.67, 0.4823
SWKH: 90, 20.34, 1.97, 0.4823
SV: 90, 10.1, 0.36, 0.4823
HOPE: 90, 14.92, 1.24, 0.4822
MTSI: 90, 82.25, 4.81, 0.4821
IIN: 90, 16.38, 4.55, 0.4821
RILYN: 90, 27.03, 2.7, 0.4821
GLBZ: 90, 13.13, 1.7, 0.4821
PFIS: 90, 53.58, 1.38, 0.4821
FLN: 90, 17.11, 0.93, 0.4821
SENEB: 90, 49.14, 1.7, 0.482
NOACU: 90, 10.26, 0.49, 0.482
IBTI: 90, 25.08, -0.12, 0.482
MON: 90, 9.76, -0.07, 0.4818
TRST: 90, 33.68, 0.89, 0.4815
DCGOW: 90, 2.52, 15.22, 0.4814
HAFC: 90, 24.06, 1.85, 0.4814
SGRY: 90, 56.97, 6.41, 0.4812
TITN: 90, 35.14, 3.83, 0.4812
SKYU: 90, 45.5, 2.74, 0.4812
QTRX: 90, 43.49, 6.65, 0.4811
LCAHU: 90, 9.97, -0.09, 0.4809
WB: 90, 29.51, 3.35, 0.4808
CASS: 90, 40.31, 0.8, 0.4808
AEAC: 90, 9.76, -0.03, 0.4808
LDHA: 90, 9.82, -0.13, 0.4808
LMAOU: 90, 10.33, -0.15, 0.4808
FONR: 90, 14.9, 1.85, 0.4806
SCHL: 90, 41.08, 1.07, 0.4806
NMMCU: 90, 10.23, 0.29, 0.4806
SABRP: 90, 121.13, 5.25, 0.4805
GPP: 90, 14.89, 2.99, 0.4804
SRET: 90, 9.6, 0.35, 0.4803
LJAQU: 90, 10.14, -0.1, 0.4803
ARGUU: 90, 10.11, -0.06, 0.4801
TPTX: 90, 50.0, 6.36, 0.48
ARNA: 90, 97.99, 5.14, 0.4799
LIND: 90, 17.58, 3.08, 0.4799
LIVN: 90, 89.55, 1.95, 0.4799
TWLV: 90, 9.72, -0.11, 0.4799
RBB: 90, 26.19, 1.4, 0.4798
TREE: 90, 123.81, 4.21, 0.4797
NATH: 90, 60.42, 1.19, 0.4797
BENE: 90, 10.18, 0.49, 0.4797
LESL: 90, 23.95, 2.68, 0.4795
ACEV: 90, 9.99, 0.34, 0.4794
AXGN: 90, 9.59, 4.08, 0.4792
MTLS: 90, 25.39, 4.43, 0.4789
BFIN: 90, 10.79, 0.59, 0.4789
ALACU: 90, 11.51, 1.22, 0.4788
SSTI: 90, 31.44, 5.32, 0.4784
VPCBU: 90, 9.96, -0.18, 0.4784
EBAC: 90, 9.69, -0.02, 0.4783
RNRG: 90, 15.47, 0.1, 0.4781
GMBT: 90, 9.91, -0.1, 0.4781
AFBI: 90, 15.21, 0.71, 0.478
AMWD: 90, 66.08, 2.27, 0.4778
CHNA: 90, 25.48, 0.65, 0.4778
KIII: 90, 9.67, -0.13, 0.4778
SONO: 90, 30.72, 4.3, 0.4777
ALLT: 90, 12.05, 1.79, 0.4777
CHWAU: 90, 9.96, -0.22, 0.4777
PSAGU: 90, 9.83, -0.19, 0.4775
FTVIU: 90, 10.05, -0.2, 0.4775
ISTR: 90, 18.45, 1.03, 0.4773
GXIIU: 90, 9.84, -0.16, 0.4772
FTPA: 90, 9.82, -0.18, 0.4772
HBP: 90, 10.87, 5.21, 0.4767
GWGH: 90, 10.0, 5.0, 0.4765
EMCF: 90, 28.76, 1.32, 0.4765
APYX: 90, 13.41, 7.13, 0.4764
LITTU: 90, 9.99, -0.08, 0.4764
KBWY: 90, 25.69, 0.72, 0.4762
MBINO: 90, 26.54, 1.66, 0.4761
HQI: 90, 20.77, 3.69, 0.476
AVT: 90, 42.03, 0.58, 0.476
POW: 90, 9.75, -0.2, 0.476
CNFRL: 90, 25.36, 2.38, 0.4759
FSEA: 90, 10.87, 1.15, 0.4759
CNTY: 90, 12.75, 4.4, 0.4756
FKWL: 90, 3.37, 3.8, 0.4755
EVOP: 90, 25.52, 2.18, 0.4755
OVBC: 90, 29.11, 1.75, 0.4753
FUSB: 90, 10.65, 1.45, 0.4751
FBZ: 90, 11.28, 1.07, 0.4751
XRAY: 90, 57.0, 0.61, 0.4751
ZG: 90, 60.97, 2.88, 0.4747
COWNL: 90, 26.99, 1.88, 0.4747
SMIHU: 90, 9.92, -0.28, 0.4747
STRC: 90, 10.77, 9.41, 0.4746
HIHO: 90, 3.97, 3.43, 0.4745
SAMG: 90, 17.15, 1.98, 0.4745
XPAXU: 90, 9.76, -0.19, 0.4745
CDMO: 90, 32.43, 6.53, 0.4741
ESCA: 90, 15.92, 1.57, 0.4741
SGC: 90, 22.61, 2.25, 0.474
SOGU: 90, 31.58, 1.75, 0.4737
OBCI: 90, 8.81, 3.97, 0.4736
NIU: 90, 16.42, 6.15, 0.4735
EWZS: 90, 13.27, 1.27, 0.4734
BRID: 90, 12.35, 3.15, 0.4733
MNRO: 90, 60.09, 0.91, 0.4733
IEP: 90, 50.17, 0.73, 0.4733
GECCN: 90, 25.7, 2.34, 0.4732
ARRWU: 90, 9.96, -0.14, 0.4732
JUGGU: 90, 9.95, -0.3, 0.4731
UG: 90, 16.56, 0.9, 0.473
IXAQU: 90, 9.84, -0.22, 0.473
SMIT: 90, 5.76, 2.92, 0.4729
RILYM: 90, 26.89, 2.98, 0.4727
FANG: 90, 112.49, 3.36, 0.4726
IBTJ: 90, 25.01, -0.19, 0.4726
FTDR: 90, 37.37, 2.05, 0.4725
GIAC: 90, 9.76, -0.14, 0.4723
AINV: 90, 13.13, 0.75, 0.4722
JOBS: 90, 46.01, 1.28, 0.4721
TPBAU: 90, 9.96, -0.2, 0.472
STRRP: 90, 10.38, 2.19, 0.4719
CSPI: 90, 8.42, 1.9, 0.4719
CBRL: 90, 131.13, 1.0, 0.4718
MNTV: 90, 21.86, 2.37, 0.4716
ICCC: 90, 8.66, 3.0, 0.4715
CALT: 90, 25.98, 4.72, 0.4714
MLKN: 90, 39.06, 1.32, 0.4714
HPK: 90, 16.29, 4.48, 0.4713
WLFC: 90, 39.13, 2.69, 0.4713
SPWH: 90, 11.7, 2.77, 0.4712
OXLC: 90, 7.63, 2.39, 0.4712
FNCB: 90, 9.34, 3.05, 0.471
LEVL: 90, 40.66, 2.95, 0.471
NTGR: 90, 30.79, 1.28, 0.4707
FMIV: 90, 9.73, -0.23, 0.4707
VIASP: 90, 26.15, 0.79, 0.4706
IDYA: 90, 25.9, 9.92, 0.4705
AUR: 90, 12.13, 6.59, 0.4703
CRNT: 90, 2.66, 4.88, 0.4702
GHAC: 90, 9.79, -0.23, 0.4702
RCII: 90, 50.67, 2.59, 0.4701
COOP: 90, 42.98, 2.42, 0.4701
EXAS: 90, 76.43, 5.14, 0.4699
SPK: 90, 9.89, -0.18, 0.4698
RARE: 90, 85.54, 3.3, 0.4697
HEES: 90, 46.34, 3.42, 0.4695
PLPC: 90, 62.93, 1.47, 0.4695
CWCO: 90, 11.07, 0.9, 0.4695
VPCB: 90, 9.79, -0.27, 0.4693
SMED: 90, 7.38, 2.34, 0.4692
PBIP: 90, 13.65, 0.94, 0.4692
GNSS: 90, 4.0, 1.6, 0.4691
MRLN: 90, 23.8, 2.41, 0.469
KFFB: 90, 7.32, 0.99, 0.4688
PPC: 90, 28.36, 0.64, 0.4688
CALM: 90, 36.34, 0.25, 0.4688
PHICU: 90, 9.96, -0.32, 0.4688
PLSE: 90, 16.18, 7.59, 0.4687
COVA: 90, 9.73, -0.21, 0.4687
AVID: 90, 33.73, 4.06, 0.4686
BLTS: 90, 9.83, -0.22, 0.4685
OBAS: 90, 10.59, 2.09, 0.4684
ACEVU: 90, 10.37, 0.24, 0.4684
LOVE: 90, 72.67, 9.32, 0.4683
ALGT: 90, 193.81, 1.62, 0.4682
ZNTE: 90, 10.14, -0.2, 0.468
IHRT: 90, 21.82, 4.57, 0.4679
TATT: 90, 6.52, 1.41, 0.4678
NTIC: 90, 14.08, 1.74, 0.4677
PACW: 90, 45.98, 1.24, 0.4675
ERIC: 90, 11.03, 0.51, 0.4675
FTXN: 90, 19.79, 0.55, 0.4674
VIVO: 90, 20.29, 1.53, 0.4673
AGGRU: 90, 9.91, -0.16, 0.4673
DHCAU: 90, 9.94, -0.21, 0.4673
SIFY: 90, 3.2, 4.24, 0.4672
MTEX: 90, 39.69, 3.22, 0.4672
SP: 90, 28.34, 0.7, 0.4671
FOXWU: 90, 10.24, -0.38, 0.4671
CXDO: 90, 5.13, 4.15, 0.467
CAR: 90, 219.72, 5.99, 0.4669
GOODN: 90, 26.64, 2.09, 0.4668
RUTH: 90, 20.36, 2.39, 0.4667
AGNCO: 90, 26.33, 2.22, 0.4666
ROSEU: 90, 10.04, -0.16, 0.4665
FVAM: 90, 9.8, -0.42, 0.4663
CRCT: 90, 23.54, 8.44, 0.466
BFRI: 90, 37.14, 76.41, 0.4659
ARHS: 90, 14.71, 9.29, 0.4659
SRPT: 90, 99.06, 8.18, 0.4658
NAVI: 90, 21.54, 1.25, 0.4656
KBAL: 90, 10.12, 0.72, 0.4655
HIMX: 90, 15.05, 3.67, 0.4654
PWOD: 90, 23.75, 0.15, 0.4654
DHBCU: 90, 9.91, -0.22, 0.4653
TCBI: 90, 60.95, 0.8, 0.4652
ENVIU: 90, 10.51, -0.39, 0.4652
VLAT: 90, 9.71, -0.38, 0.4651
MERC: 90, 11.82, 1.13, 0.465
GTPBU: 90, 9.99, -0.36, 0.465
NATR: 90, 18.99, 1.7, 0.4649
NRIX: 90, 33.82, 10.49, 0.4648
LAZY: 90, 22.27, 5.77, 0.4648
PPIH: 90, 8.21, 0.51, 0.4647
PROC: 90, 9.77, -0.37, 0.4647
AATC: 90, 6.7, 4.01, 0.4645
TAYD: 90, 10.93, 0.4, 0.4644
OFIX: 90, 31.26, 0.24, 0.4644
PCB: 90, 22.15, 1.19, 0.4643
DHHC: 90, 9.68, -0.25, 0.4643
UFCS: 90, 23.71, 0.3, 0.4642
TETCU: 90, 9.88, -0.27, 0.464
KARO: 90, 35.72, 1.67, 0.4639
STKS: 90, 12.9, 4.17, 0.4637
PPGH: 90, 9.86, -0.26, 0.4637
PFXNZ: 90, 25.07, -0.37, 0.4637
RKLB: 90, 11.9, 4.82, 0.4636
MGTX: 90, 24.67, 4.51, 0.4636
INVA: 90, 17.81, 1.04, 0.4636
FTRI: 90, 13.81, -0.18, 0.4636
HITI: 90, 4.85, 10.75, 0.4635
INOD: 90, 5.87, 3.17, 0.4633
ACQR: 90, 9.71, -0.32, 0.4633
BHACU: 90, 10.08, 1.02, 0.4632
KELYA: 90, 17.3, 0.83, 0.4632
BGCP: 90, 4.67, 0.68, 0.463
DOMO: 90, 51.87, 5.96, 0.4629
NUVA: 90, 53.03, 0.6, 0.4629
ADER: 90, 9.81, -0.33, 0.4629
CLGN: 90, 17.29, 5.91, 0.4628
BOMN: 90, 29.17, 2.36, 0.4628
IIIV: 90, 23.52, 2.19, 0.4628
GTPB: 90, 9.78, -0.35, 0.4628
CPSS: 90, 10.38, 2.19, 0.4627
DHCNI: 90, 22.31, 1.38, 0.4625
EBIX: 90, 31.93, 3.13, 0.4624
AGNCP: 90, 25.92, 2.12, 0.4624
BCOV: 90, 10.16, 1.22, 0.4624
OMP: 90, 24.74, 6.05, 0.4623
PESI: 90, 6.61, 2.08, 0.4623
ENTA: 90, 75.84, 2.05, 0.4623
BRPMU: 90, 10.65, -0.26, 0.4623
FTGC: 90, 23.05, -0.5, 0.4623
ADTN: 90, 23.26, 0.87, 0.4619
ATEX: 90, 59.79, 1.9, 0.4618
ISHG: 90, 77.74, -0.29, 0.4618
EDAP: 90, 5.54, 3.67, 0.4617
CARG: 90, 33.84, 1.92, 0.4617
ALNY: 90, 175.49, 3.08, 0.4615
GPRE: 90, 36.44, 2.78, 0.4613
CHUY: 90, 29.74, 1.76, 0.4612
QQJG: 90, 24.79, -0.42, 0.4611
ASAXU: 90, 10.04, -0.45, 0.4611
FEMB: 90, 31.03, -0.48, 0.4611
DZSI: 90, 15.56, 2.8, 0.461
VREX: 90, 32.91, 1.53, 0.461
WEYS: 90, 23.19, 0.14, 0.461
VNOM: 90, 22.2, 2.3, 0.4609
SBGI: 90, 25.49, 0.93, 0.4608
CTG: 90, 9.61, 0.44, 0.4606
THCAU: 90, 10.27, 0.15, 0.4606
BPYPO: 90, 25.71, 1.58, 0.4605
OHPAU: 90, 9.86, -0.55, 0.4604
JACK: 90, 88.01, 0.85, 0.4603
FOXA: 90, 37.16, 0.18, 0.4603
PTICU: 90, 9.92, -0.55, 0.4603
PERI: 90, 24.0, 2.83, 0.4602
OIIM: 90, 4.71, 2.66, 0.4601
RDCM: 90, 12.49, 0.69, 0.4601
HAACU: 90, 9.92, -0.49, 0.4601
